trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,block_name
206076020,2A,1,NORTH SHORE,,1,3202,shp-2A-02,2,2,201
206077020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206078020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206079020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206080020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206081020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206082020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206083020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206084020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206085020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206086020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206087020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206088020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206089020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206090020,2A,1,NORTH SHORE SHUTTLE,,1,3202,shp-2A-01,2,2,201
206123020,3,1,ENTERPRISE SOUTH,,0,4502,shp-3-19,2,2,351
206124020,3,1,ENTERPRISE SOUTH,,0,4602,shp-3-19,2,2,352
206125020,3,1,ENTERPRISE SOUTH,,0,4702,shp-3-19,2,2,353
206126020,3,1,ENTERPRISE SOUTH,,0,3602,shp-3-18,2,2,301
206127020,3,1,ENTERPRISE SOUTH,,0,3702,shp-3-18,2,2,302
206128020,3,1,ENTERPRISE SOUTH,,0,3602,shp-3-18,2,2,301
206129020,3,1,ENTERPRISE SOUTH,,0,3602,shp-3-19,2,2,301
206131020,3,1,3 DOWNTOWN ,,1,3602,shp-3-51,2,2,301
206132020,3,1,3 DOWNTOWN ,,1,3702,shp-3-51,2,2,302
206133020,3,1,ENTERPRISE SOUTH,,1,3602,shp-3-16,2,2,301
206134020,3,1,ENTERPRISE SOUTH,,1,4702,shp-3-16,2,2,353
206135020,3,1,ENTERPRISE SOUTH,,1,4602,shp-3-17,2,2,352
206270020,4,1,EASTGATE HAMILTON PL,,0,5702,shp-4-13,2,2,452
206271020,4,1,EASTGATE HAMILTON PL,,0,6502,shp-4-13,2,2,460
206272020,4,1,EASTGATE HAMILTON PL,,0,5802,shp-4-13,2,2,453
206273020,4,1,EASTGATE HAMILTON PL,,0,5802,shp-4-13,2,2,453
206274020,4,1,EASTGATE HAMILTON PL,,0,6302,shp-4-13,2,2,458
206275020,4,1,EASTGATE HAMILTON PL,,0,6302,shp-4-13,2,2,458
206276020,4,1,EASTGATE HAMILTON PL,,0,6302,shp-4-13,2,2,458
206277020,4,1,EASTGATE HAMILTON PL,,0,6302,shp-4-10,2,2,458
206278020,4,1,EASTGATE HAMILTON PL,,0,6002,shp-4-13,2,2,455
206279020,4,1,EASTGATE HAMILTON PL,,0,5902,shp-4-13,2,2,454
206280020,4,1,EASTGATE HAMILTON PL,,0,6502,shp-4-13,2,2,460
206281020,4,1,EASTGATE HAMILTON PL,,0,5402,shp-4-13,2,2,407
206283020,4,1,EASTGATE HAMILTON PL,,0,5502,shp-4-13,2,2,408
206284020,4,1,EASTGATE HAMILTON PL,,0,5102,shp-4-13,2,2,404
206285020,4,1,EASTGATE HAMILTON PL,,0,4802,shp-4-13,2,2,401
206286020,4,1,EASTGATE HAMILTON PL,,0,5102,shp-4-13,2,2,404
206287020,4,1,EASTGATE HAMILTON PL,,0,6102,shp-4-10,2,2,456
206288020,4,1,EASTGATE HAMILTON PL,,0,5602,shp-4-13,2,2,451
206289020,4,1,EASTGATE HAMILTON PL,,0,6002,shp-4-13,2,2,455
206290020,4,1,EASTGATE HAMILTON PL,,0,5802,shp-4-10,2,2,453
206291020,4,1,EASTGATE HAMILTON PL,,0,5602,shp-4-13,2,2,451
206292020,4,1,EASTGATE HAMILTON PL,,0,6402,shp-4-10,2,2,459
206294020,4,1,EASTGATE HAMILTON PL,,0,5402,shp-4-13,2,2,407
206295020,4,1,EASTGATE HAMILTON PL,,0,5102,shp-4-13,2,2,404
206296020,4,1,EASTGATE HAMILTON PL,,0,5002,shp-4-13,2,2,403
206297020,4,1,EASTGATE HAMILTON PL,,0,4802,shp-4-13,2,2,401
206298020,4,1,EASTGATE HAMILTON PL,,0,5002,shp-4-13,2,2,403
206299020,4,1,EASTGATE HAMILTON PL,,0,4802,shp-4-13,2,2,401
206300020,4,1,EASTGATE HAMILTON PL,,0,4902,shp-4-13,2,2,402
206301020,4,1,EASTGATE HAMILTON PL,,0,5002,shp-4-13,2,2,403
206302020,4,1,EASTGATE HAMILTON PL,,0,8002,shp-4-13,2,2,954
206303020,4,1,EASTGATE HAMILTON PL,,0,6002,shp-4-13,2,2,455
206304020,4,1,EASTGATE HAMILTON PL,,0,8002,shp-4-13,2,2,954
206305020,4,1,EASTGATE HAMILTON PL,,0,6002,shp-4-13,2,2,455
206306020,4,1,EASTGATE HAMILTON PL,,0,6102,shp-4-13,2,2,456
206307020,4,1,EASTGATE HAMILTON PL,,0,5602,shp-4-13,2,2,451
206308020,4,1,EASTGATE HAMILTON PL,,0,5802,shp-4-13,2,2,453
206309020,4,1,EASTGATE HAMILTON PL,,0,4902,shp-4-13,2,2,402
206310020,4,1,EASTGATE HAMILTON PL,,0,4802,shp-4-10,2,2,401
206311020,4,1,EASTGATE HAMILTON PL,,0,4902,shp-4-10,2,2,402
206312020,4,1,EASTGATE HAMILTON PL,,0,5002,shp-4-10,2,2,403
206313020,4,1,EASTGATE HAMILTON PL,,0,5102,shp-4-13,2,2,404
206314020,4,1,DOWNTOWN VIA GOLDEN GATE,,1,5702,shp-4-69,2,2,452
206315020,4,1,EASTGATE HAMILTON PL,,1,5802,shp-4-16,2,2,453
206316020,4,1,DOWNTOWN,,1,5802,shp-4-64,2,2,453
206317020,4,1,DOWNTOWN,,1,6302,shp-4-64,2,2,458
206318020,4,1,DOWNTOWN,,1,6302,shp-4-64,2,2,458
206319020,4,1,DOWNTOWN,,1,6302,shp-4-64,2,2,458
206320020,4,1,DOWNTOWN,,1,6002,shp-4-64,2,2,455
206321020,4,1,EASTGATE HAMILTON PL,,1,5902,shp-4-16,2,2,454
206322020,4,1,EASTGATE HAMILTON PL,,1,6502,shp-4-16,2,2,460
206323020,4,1,EASTGATE HAMILTON PL,,1,5402,shp-4-16,2,2,407
206325020,4,1,EASTGATE HAMILTON PL,,1,5502,shp-4-16,2,2,408
206326020,4,1,DOWNTOWN,,1,5102,shp-4-64,2,2,404
206327020,4,1,EASTGATE HAMILTON PL,,1,4802,shp-4-16,2,2,401
206328020,4,1,DOWNTOWN,,1,5102,shp-4-64,2,2,404
206329020,4,1,DOWNTOWN,,1,6102,shp-4-64,2,2,456
206330020,4,1,DOWNTOWN,,1,5602,shp-4-64,2,2,451
206331020,4,1,DOWNTOWN,,1,6002,shp-4-64,2,2,455
206332020,4,1,DOWNTOWN,,1,6502,shp-4-64,2,2,460
206333020,4,1,DOWNTOWN,,1,5802,shp-4-64,2,2,453
206334020,4,1,DOWNTOWN,,1,5602,shp-4-64,2,2,451
206335020,4,1,EASTGATE HAMILTON PL,,1,6402,shp-4-16,2,2,459
206337020,4,1,DOWNTOWN,,1,5402,shp-4-64,2,2,407
206338020,4,1,EASTGATE HAMILTON PL,,1,5102,shp-4-16,2,2,404
206339020,4,1,EASTGATE HAMILTON PL,,1,5002,shp-4-16,2,2,403
206340020,4,1,DOWNTOWN,,1,4802,shp-4-64,2,2,401
206341020,4,1,DOWNTOWN,,1,5002,shp-4-64,2,2,403
206342020,4,1,DOWNTOWN,,1,4802,shp-4-64,2,2,401
206343020,4,1,EASTGATE HAMILTON PL,,1,4902,shp-4-16,2,2,402
206344020,4,1,DOWNTOWN,,1,5002,shp-4-64,2,2,403
206345020,4,1,EASTGATE HAMILTON PL,,1,6302,shp-4-16,2,2,458
206346020,4,1,EASTGATE HAMILTON PL,,1,8002,shp-4-16,2,2,954
206347020,4,1,EASTGATE HAMILTON PL,,1,6002,shp-4-16,2,2,455
206348020,4,1,DOWNTOWN,,1,8002,shp-4-64,2,2,954
206349020,4,1,DOWNTOWN,,1,6002,shp-4-64,2,2,455
206350020,4,1,EASTGATE HAMILTON PL,,1,6102,shp-4-16,2,2,456
206351020,4,1,DOWNTOWN,,1,5602,shp-4-64,2,2,451
206352020,4,1,DOWNTOWN,,1,5802,shp-4-64,2,2,453
206353020,4,1,DOWNTOWN,,1,4902,shp-4-64,2,2,402
206354020,4,1,DOWNTOWN,,1,4802,shp-4-64,2,2,401
206355020,4,1,DOWNTOWN,,1,4902,shp-4-64,2,2,402
206356020,4,1,DOWNTOWN,,1,5002,shp-4-64,2,2,403
206357020,4,1,DOWNTOWN,,1,5102,shp-4-64,2,2,404
206760020,9,1,EAST LAKE  ,,0,2602,shp-9-02,2,2,153
206761020,9,1,EAST LAKE  ,,0,7802,shp-9-02,2,2,952
206762020,9,1,EAST LAKE  ,,0,8002,shp-9-02,2,2,954
206763020,9,1,EAST LAKE  ,,0,7902,shp-9-02,2,2,953
206764020,9,1,EAST LAKE  ,,0,7802,shp-9-02,2,2,952
206765020,9,1,EAST LAKE,,0,8002,shp-9-03,2,2,954
206767020,9,1,EAST LAKE,,0,7702,shp-9-03,2,2,951
206768020,9,1,EAST LAKE  ,,0,7402,shp-9-02,2,2,905
206769020,9,1,EAST LAKE  ,,0,7102,shp-9-02,2,2,902
206770020,9,1,EAST LAKE  ,,0,7202,shp-9-02,2,2,903
206771020,9,1,EAST LAKE  ,,0,7402,shp-9-02,2,2,905
206772020,9,1,EAST LAKE  ,,0,7102,shp-9-02,2,2,902
206773020,9,1,EAST LAKE  ,,0,7202,shp-9-02,2,2,903
206774020,9,1,EAST LAKE,,0,7402,shp-9-03,2,2,905
206775020,9,1,EAST LAKE  ,,0,7102,shp-9-02,2,2,902
206776020,9,1,EAST LAKE  ,,0,7202,shp-9-02,2,2,903
206777020,9,1,EAST LAKE,,0,7302,shp-9-03,2,2,904
206778020,9,1,EAST LAKE,,0,7102,shp-9-03,2,2,902
206779020,9,1,EAST LAKE,,0,7202,shp-9-03,2,2,903
206781020,9,1,DOWNTOWN,,1,2602,shp-9-52,2,2,153
206782020,9,1,DOWNTOWN,,1,7802,shp-9-51,2,2,952
206783020,9,1,DOWNTOWN,,1,8002,shp-9-51,2,2,954
206784020,9,1,DOWNTOWN,,1,7902,shp-9-51,2,2,953
206785020,9,1,DOWNTOWN,,1,7802,shp-9-51,2,2,952
206787020,9,1,DOWNTOWN,,1,7702,shp-9-52,2,2,951
206788020,9,1,DOWNTOWN,,1,7402,shp-9-51,2,2,905
206789020,9,1,DOWNTOWN,,1,7202,shp-9-51,2,2,903
206790020,9,1,DOWNTOWN,,1,7102,shp-9-51,2,2,902
206791020,9,1,DOWNTOWN,,1,7202,shp-9-51,2,2,903
206792020,9,1,DOWNTOWN,,1,7102,shp-9-51,2,2,902
206794020,9,1,DOWNTOWN,,1,7102,shp-9-51,2,2,902
206795020,9,1,DOWNTOWN,,1,7402,shp-9-51,2,2,905
206797020,9,1,DOWNTOWN,,1,7202,shp-9-51,2,2,903
206862020,DTS,1,SHUTTLE,,1,3902,shp-DTS-02,2,2,3302
206864020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206866020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206868020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206870020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206872020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206874020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206877020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206880020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206883020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206886020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206889020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206892020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206895020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206898020,DTS,1,SHUTTLE,,1,3902,shp-DTS-03,2,2,3302
206899020,DTS,1,SHUTTLE,,1,4302,shp-DTS-02,2,2,3351
206902020,DTS,1,SHUTTLE,,1,4302,shp-DTS-03,2,2,3351
206905020,DTS,1,SHUTTLE,,1,4302,shp-DTS-03,2,2,3351
206908020,DTS,1,SHUTTLE,,1,4302,shp-DTS-03,2,2,3351
206911020,DTS,1,SHUTTLE,,1,4302,shp-DTS-03,2,2,3351
206914020,DTS,1,SHUTTLE,,1,4302,shp-DTS-03,2,2,3351
206917020,DTS,1,SHUTTLE,,1,4302,shp-DTS-03,2,2,3351
206920020,DTS,1,SHUTTLE,,1,4302,shp-DTS-03,2,2,3351
206923020,DTS,1,SHUTTLE,,1,4302,shp-DTS-03,2,2,3351
206938020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206939020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206940020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206941020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206942020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206943020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206944020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206945020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206946020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206947020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206948020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206949020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206950020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206951020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206952020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206954020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206955020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206957020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206959020,33,1,SHUTTLE PARK SOUTH,,1,4002,shp-33-51,2,2,3303
206960020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206961020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206963020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206964020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206966020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206967020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206969020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206970020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206972020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206973020,33,1,SHUTTLE PARK SOUTH,,1,3802,shp-33-51,2,2,3301
206975020,33,1,SHUTTLE PARK SOUTH,,1,3902,shp-33-51,2,2,3302
206976020,33,1,SHUTTLE PARK SOUTH,,1,4302,shp-33-51,2,2,3351
206979020,33,1,SHUTTLE PARK SOUTH,,1,4302,shp-33-51,2,2,3351
206982020,33,1,SHUTTLE PARK SOUTH,,1,4302,shp-33-51,2,2,3351
206985020,33,1,SHUTTLE PARK SOUTH,,1,4302,shp-33-51,2,2,3351
206988020,33,1,SHUTTLE PARK SOUTH,,1,4302,shp-33-51,2,2,3351
206991020,33,1,SHUTTLE PARK SOUTH,,1,4302,shp-33-51,2,2,3351
206994020,33,1,SHUTTLE PARK SOUTH,,1,4302,shp-33-51,2,2,3351
206997020,33,1,SHUTTLE PARK SOUTH,,1,4302,shp-33-51,2,2,3351
207272020,21,1,GOLDEN GATEWAY,,0,2602,shp-21-02,2,2,153
207274020,21,1,GOLDEN GATEWAY,,0,102,shp-21-01,2,2,101
207275020,21,1,DOWNTOWN,,1,102,shp-21-55,2,2,101
